date,close_price,volume
9/24/2022,18937.01172,26149643168
9/25/2022,18802.09766,23359966112
9/26/2022,19222.67188,44148798321
9/27/2022,19110.54688,58571439619
9/28/2022,19426.7207,53071298734
9/29/2022,19573.05078,41037843771
9/30/2022,19431.78906,43975248085
10/1/2022,19312.0957,18719537670
10/2/2022,19044.10742,20765955327
10/3/2022,19623.58008,30484729489
10/4/2022,20336.84375,35887278685
10/5/2022,20160.7168,33223790572
10/6/2022,19955.44336,34711412966
10/7/2022,19546.84961,29227315390
10/8/2022,19416.56836,16437423167
10/9/2022,19446.42578,16837262532
10/10/2022,19141.48438,27425022774
10/11/2022,19051.41797,28711532910
10/12/2022,19157.44531,24950173846
10/13/2022,19382.9043,44219840004
10/14/2022,19185.65625,38452356727
10/15/2022,19067.63477,16192235532
10/16/2022,19268.09375,17988916650
10/17/2022,19550.75781,27472552998
10/18/2022,19334.41602,30580012344
10/19/2022,19139.53516,22425387184
10/20/2022,19053.74023,24493974420
10/21/2022,19172.46875,32459287866
10/22/2022,19208.18945,16104440957
10/23/2022,19567.00781,22128794335
10/24/2022,19345.57227,30202235805
10/25/2022,20095.85742,47761524910
10/26/2022,20770.44141,58895950537
10/27/2022,20285.83594,49625110402
10/28/2022,20595.35156,43994715910
10/29/2022,20818.47656,40369840645
10/30/2022,20635.60352,31486345556
10/31/2022,20495.77344,45668466815
11/1/2022,20485.27344,39819303159
11/2/2022,20159.50391,55552169483
11/3/2022,20209.98828,43228750179
11/4/2022,21147.23047,64072727950
11/5/2022,21282.69141,37846047609
11/6/2022,20926.48633,35082693210
11/7/2022,20602.81641,53510852236
11/8/2022,18541.27148,1.18992E+11
11/9/2022,15880.78027,1.02905E+11
11/10/2022,17586.77148,83202283721
11/11/2022,17034.29297,55871616488
11/12/2022,16799.18555,29717699419
11/13/2022,16353.36523,27209183682
11/14/2022,16618.19922,49630243054
11/15/2022,16884.61328,36599436183
11/16/2022,16669.43945,33925512989
11/17/2022,16687.51758,27868914022
11/18/2022,16697.77734,26862218609
11/19/2022,16711.54688,16106223492
11/20/2022,16291.83203,21313378652
11/21/2022,15787.28418,37429485518
11/22/2022,16189.76953,30726828760
11/23/2022,16610.70703,32958875628
11/24/2022,16604.46484,26129037414
11/25/2022,16521.8418,18678255976
11/26/2022,16464.28125,18000008764
11/27/2022,16444.62695,20443898509
11/28/2022,16217.32227,27743025156
11/29/2022,16444.98242,23581685468
11/30/2022,17168.56641,29523576583
12/1/2022,16967.13281,22895392882
12/2/2022,17088.66016,19539705127
12/3/2022,16908.23633,16217776704
12/4/2022,17130.48633,16824520830
12/5/2022,16974.82617,22209086834
12/6/2022,17089.50391,19889922369
12/7/2022,16848.12695,19675404389
12/8/2022,17233.47461,20496603770
12/9/2022,17133.15234,20328426366
12/10/2022,17128.72461,12706781969
12/11/2022,17104.19336,14122486832
12/12/2022,17206.4375,19617581341
12/13/2022,17781.31836,26634741631
12/14/2022,17815.65039,25534481470
12/15/2022,17364.86523,20964448341
12/16/2022,16647.48438,24031608960
12/17/2022,16795.0918,14463581825
12/18/2022,16757.97656,10924354698
12/19/2022,16439.67969,17221074814
12/20/2022,16906.30469,22722096615
12/21/2022,16817.53516,14882945045
12/22/2022,16830.3418,16441573050
12/23/2022,16796.95313,15329265213
12/24/2022,16847.75586,9744636213
12/25/2022,16841.98633,11656379938
12/26/2022,16919.80469,11886957804
12/27/2022,16717.17383,15748580239
12/28/2022,16552.57227,17005713920
12/29/2022,16642.3418,14472237479
12/30/2022,16602.58594,15929162910
12/31/2022,16547.49609,11239186456
1/1/2023,16625.08008,9244361700
1/2/2023,16688.4707,12097775227
1/3/2023,16679.85742,13903079207
1/4/2023,16863.23828,18421743322
1/5/2023,16836.73633,13692758566
1/6/2023,16951.96875,14413662913
1/7/2023,16955.07813,7714767174
1/8/2023,17091.14453,9768827914
1/9/2023,17196.55469,18624736866
1/10/2023,17446.29297,15808338949
1/11/2023,17934.89648,18372283782
1/12/2023,18869.58789,34971338710
1/13/2023,19909.57422,29225029694
1/14/2023,20976.29883,38967784639
1/15/2023,20880.79883,19298407543
1/16/2023,21169.63281,26792494050
1/17/2023,21161.51953,24999983362
1/18/2023,20688.78125,30005625418
1/19/2023,21086.79297,21152848261
1/20/2023,22676.55273,28799154319
1/21/2023,22777.625,32442278429
1/22/2023,22720.41602,24746386230
1/23/2023,22934.43164,26518700512
1/24/2023,22636.46875,26405069715
1/25/2023,23117.85938,30685366709
1/26/2023,23032.77734,26357839322
1/27/2023,23078.72852,25383335641
1/28/2023,23031.08984,14712928379
1/29/2023,23774.56641,27423687259
1/30/2023,22840.13867,27205595568
1/31/2023,23139.2832,22837828665
2/1/2023,23723.76953,26683255504
2/2/2023,23471.87109,32066936882
2/3/2023,23449.32227,27083066007
2/4/2023,23331.84766,15639298538
2/5/2023,22955.66602,19564262605
2/6/2023,22760.10938,23825006542
2/7/2023,23264.29102,27187964471
2/8/2023,22939.39844,25371367758
2/9/2023,21819.03906,32572572185
2/10/2023,21651.18359,27078406594
2/11/2023,21870.875,16356226232
2/12/2023,21788.20313,17821046406
2/13/2023,21808.10156,23918742607
2/14/2023,22220.80469,26792596581
2/15/2023,24307.8418,32483312909
2/16/2023,23623.47461,39316664596
2/17/2023,24565.60156,41358451255
2/18/2023,24641.27734,19625427158
2/19/2023,24327.64258,25555105670
2/20/2023,24829.14844,28987376573
2/21/2023,24436.35352,31252098714
2/22/2023,24188.84375,30199996781
2/23/2023,23947.49219,30476264066
2/24/2023,23198.12695,26811744928
2/25/2023,23175.375,16100721565
2/26/2023,23561.21289,16644534842
2/27/2023,23522.87109,22660763494
2/28/2023,23147.35352,20535363434
3/1/2023,23646.55078,24662841200
3/2/2023,23475.4668,20386398516
3/3/2023,22362.67969,26062404610
3/4/2023,22353.34961,11166012913
3/5/2023,22435.51367,13317001733
3/6/2023,22429.75781,17353192895
3/7/2023,22219.76953,22765452204
3/8/2023,21718.08008,22536575684
3/9/2023,20363.02148,30364664171
3/10/2023,20187.24414,39578257695
3/11/2023,20632.41016,30180288176
3/12/2023,22163.94922,29279035521
3/13/2023,24197.5332,49466362688
3/14/2023,24746.07422,54622230164
3/15/2023,24375.96094,43655701450
3/16/2023,25052.78906,33866061747
3/17/2023,27423.92969,50730261335
3/18/2023,26965.87891,35723036817
3/19/2023,28038.67578,37769448859
3/20/2023,27767.23633,44774027664
3/21/2023,28175.81641,36102192830
3/22/2023,27307.4375,33382021890
3/23/2023,28333.97266,24220433689
3/24/2023,27493.28516,25980310960
3/25/2023,27494.70703,13383005987
3/26/2023,27994.33008,13878363192
3/27/2023,27139.88867,18188895178
3/28/2023,27268.13086,17783600385
3/29/2023,28348.44141,20684945906
3/30/2023,28033.5625,22435349951
3/31/2023,28478.48438,19001327598
4/1/2023,28411.03516,10876469901
4/2/2023,28199.30859,12284641999
4/3/2023,27790.2207,19556501327
4/4/2023,28168.08984,15284538859
4/5/2023,28177.98438,17052315986
4/6/2023,28044.14063,13837809380
4/7/2023,27925.85938,10861680497
4/8/2023,27947.79492,9373255556
4/9/2023,28333.05078,12175322951
4/10/2023,29652.98047,19282400094
4/11/2023,30235.05859,20121259843
4/12/2023,30139.05273,18651929926
4/13/2023,30399.06641,17487721001
4/14/2023,30485.69922,22659995079
4/15/2023,30318.49609,11940685378
4/16/2023,30315.35547,12854816417
4/17/2023,29445.04492,17872186762
4/18/2023,30397.55273,19480529496
4/19/2023,28822.67969,24571565421
4/20/2023,28245.98828,21340360360
4/21/2023,27276.91016,20759504330
4/22/2023,27817.5,13125734602
4/23/2023,27591.38477,12785446832
4/24/2023,27525.33984,17703288330
4/25/2023,28307.59766,17733373139
4/26/2023,28422.70117,31854242019
4/27/2023,29473.78711,27153445027
4/28/2023,29340.26172,17544464887
4/29/2023,29248.48828,10662634333
4/30/2023,29268.80664,14652199272
5/1/2023,28091.56836,18655599976
5/2/2023,28680.53711,16432924527
5/3/2023,29006.30859,19122972518
5/4/2023,28847.71094,15548678514
5/5/2023,29534.38477,17936566518
5/6/2023,28904.62305,15913866714
5/7/2023,28454.97852,11301355486
5/8/2023,27694.27344,19122903752
5/9/2023,27658.77539,14128593256
5/10/2023,27621.75586,20656025026
5/11/2023,27000.78906,16724343943
5/12/2023,26804.99023,19313599897
5/13/2023,26784.07813,9999171605
5/14/2023,26930.63867,10014858959
5/15/2023,27192.69336,14413231792
5/16/2023,27036.65039,12732238816
5/17/2023,27398.80273,15140006925
5/18/2023,26832.20898,15222938600
5/19/2023,26890.12891,11258983301
5/20/2023,27129.58594,7044911360
5/21/2023,26753.82617,8647416921
5/22/2023,26851.27734,11056770492
5/23/2023,27225.72656,13697203143
5/24/2023,26334.81836,16299104428
5/25/2023,26476.20703,13851122697
5/26/2023,26719.29102,12711619225
5/27/2023,26868.35352,7892015141
5/28/2023,28085.64648,14545229578
5/29/2023,27745.88477,15181308984
5/30/2023,27702.34961,13251081851
5/31/2023,27219.6582,15656371534
6/1/2023,26819.97266,14678970415
6/2/2023,27249.58984,14837415000
6/3/2023,27075.12891,8385597470
6/4/2023,27119.06641,9360912318
6/5/2023,25760.09766,21513292646
6/6/2023,27238.7832,21929670693
6/7/2023,26345.99805,19530045082
6/8/2023,26508.2168,11904824295
6/9/2023,26480.375,11015551640
6/10/2023,25851.24023,19872933189
6/11/2023,25940.16797,10732609603
6/12/2023,25902.5,11677889997
6/13/2023,25918.72852,14143474486
6/14/2023,25124.67578,14265717766
6/15/2023,25576.39453,15837384409
6/16/2023,26327.46289,16324646965
6/17/2023,26510.67578,11090276850
6/18/2023,26336.21289,9565695129
6/19/2023,26851.0293,12826986222
6/20/2023,28327.48828,22211859147
6/21/2023,30027.29688,33346760979
6/22/2023,29912.28125,20653160491
6/23/2023,30695.46875,24115570085
6/24/2023,30548.69531,12147822496
6/25/2023,30480.26172,12703464114
6/26/2023,30271.13086,16493186997
6/27/2023,30688.16406,16428827944
6/28/2023,30086.24609,14571500779
6/29/2023,30445.35156,13180860821
6/30/2023,30477.25195,26387306197
7/1/2023,30590.07813,9086606733
7/2/2023,30620.76953,10533418042
7/3/2023,31156.43945,15271884873
7/4/2023,30777.58203,12810828427
7/5/2023,30514.16602,12481622280
7/6/2023,29909.33789,21129219509
7/7/2023,30342.26563,13384770155
7/8/2023,30292.54102,7509378699
7/9/2023,30171.23438,7903327692
7/10/2023,30414.4707,14828209155
7/11/2023,30620.95117,12151839152
7/12/2023,30391.64648,14805659717
7/13/2023,31476.04883,23686079548
7/14/2023,30334.06836,20917902660
7/15/2023,30295.80664,8011667756
7/16/2023,30249.13281,8516564470
7/17/2023,30145.88867,13240156074
7/18/2023,29856.5625,13138897269
7/19/2023,29913.92383,12128602812
7/20/2023,29792.01563,14655207121
7/21/2023,29908.74414,10972789818
7/22/2023,29771.80273,7873300598
7/23/2023,30084.53906,9220145050
7/24/2023,29176.91602,15395817395
7/25/2023,29227.39063,10266772793
7/26/2023,29354.97266,13497554655
7/27/2023,29210.68945,10770779217
7/28/2023,29319.24609,11218474952
7/29/2023,29356.91797,6481775959
7/30/2023,29275.30859,8678454527
7/31/2023,29230.11133,11656781982
8/1/2023,29675.73242,18272392391
8/2/2023,29151.95898,19212655598
8/3/2023,29178.67969,12780357746
8/4/2023,29074.0918,12036639988
8/5/2023,29042.12695,6598366353
8/6/2023,29041.85547,7269806994
8/7/2023,29180.57813,13618163710
8/8/2023,29765.49219,17570561357
8/9/2023,29561.49414,18379521213
8/10/2023,29429.5918,11865344789
8/11/2023,29397.71484,10195168197
8/12/2023,29415.96484,6194358008
8/13/2023,29282.91406,7329897180
8/14/2023,29408.44336,14013695304
8/15/2023,29170.34766,12640195779
8/16/2023,28701.7793,14949271904
8/17/2023,26664.55078,31120851211
8/18/2023,26049.55664,24026236529
8/19/2023,26096.20508,10631443812
8/20/2023,26189.58398,9036580420
8/21/2023,26124.14063,13371557893
8/22/2023,26031.65625,14503820706
8/23/2023,26431.64063,16985265785
8/24/2023,26162.37305,12871532023
8/25/2023,26047.66797,12406045118
8/26/2023,26008.46289,6034817316
8/27/2023,26089.69336,6913768611
8/28/2023,26106.15039,11002805166
8/29/2023,27727.39258,29368391712
8/30/2023,27297.26563,16343655235
8/31/2023,25931.47266,20181001451
9/1/2023,25800.72461,17202862221
9/2/2023,25868.79883,10100387473
9/3/2023,25969.56641,8962524523
9/4/2023,25812.41602,10680635106
9/5/2023,25779.98242,11094740040
9/6/2023,25753.23633,12752705327
9/7/2023,26240.19531,11088307100
9/8/2023,25905.6543,10817356400
9/9/2023,25895.67773,5481314132
9/10/2023,25832.22656,7899553047
9/11/2023,25162.6543,14600006467
9/12/2023,25833.34375,18657279324
9/13/2023,26228.32422,13072077070
9/14/2023,26539.67383,13811359124
9/15/2023,26608.69336,11479735788
9/16/2023,26568.28125,7402031417
9/17/2023,26534.1875,6774210670
9/18/2023,26754.28125,15615339655
9/19/2023,27211.11719,13807690550
9/20/2023,27132.00781,13281116604
9/21/2023,26567.63281,13371443708
9/22/2023,26579.56836,10578746709
9/23/2023,26579.39063,7404700301
9/24/2023,26256.82617,8192867686
9/25/2023,26298.48047,11997833257
9/26/2023,26217.25,9985498161
9/27/2023,26352.7168,11718380997
9/28/2023,27021.54688,14079002707
9/29/2023,26911.7207,10396435377
9/30/2023,26967.91602,5331172801
10/1/2023,27983.75,9503917434
10/2/2023,27530.78516,19793041322
10/3/2023,27429.97852,11407814187
10/4/2023,27799.39453,11143355314
10/5/2023,27415.91211,11877253670
10/6/2023,27946.59766,13492391599
10/7/2023,27968.83984,6553044316
10/8/2023,27935.08984,7916875290
10/9/2023,27583.67773,12007668568
10/10/2023,27391.01953,9973350678
10/11/2023,26873.32031,13648094333
10/12/2023,26756.79883,9392909295
10/13/2023,26862.375,15165312851
10/14/2023,26861.70703,5388116782
10/15/2023,27159.65234,7098201980
10/16/2023,28519.4668,27833876539
10/17/2023,28415.74805,14872527508
10/18/2023,28328.3418,12724128586
10/19/2023,28719.80664,14448058195
10/20/2023,29682.94922,21536125230
10/21/2023,29918.41211,11541146996
10/22/2023,29993.89648,10446520040
10/23/2023,33086.23438,38363572311
10/24/2023,33901.52734,44934999645
10/25/2023,34502.82031,25254318008
10/26/2023,34156.64844,19427195376
10/27/2023,33909.80078,16418032871
10/28/2023,34089.57422,10160330825
10/29/2023,34538.48047,11160323986
10/30/2023,34502.36328,17184860315
10/31/2023,34667.78125,15758270810
11/1/2023,35437.25391,22446272005
11/2/2023,34938.24219,20998158544
11/3/2023,34732.32422,17158456701
11/4/2023,35082.19531,9561294264
11/5/2023,35049.35547,12412743996
11/6/2023,35037.37109,12693436420
11/7/2023,35443.5625,18834737789
11/8/2023,35655.27734,17295394918
11/9/2023,36693.125,37762672382
11/10/2023,37313.96875,22711265155
11/11/2023,37138.05078,13924272142
11/12/2023,37054.51953,11545715999
11/13/2023,36502.35547,19057712790
11/14/2023,35537.64063,23857403554
11/15/2023,37880.58203,27365821679
11/16/2023,36154.76953,26007385366
11/17/2023,36596.68359,22445028430
11/18/2023,36585.70313,11886022717
11/19/2023,37386.54688,12915986553
11/20/2023,37476.95703,20888209068
11/21/2023,35813.8125,25172163756
11/22/2023,37432.33984,24397247860
11/23/2023,37289.62109,14214948217
11/24/2023,37720.28125,22922957823
11/25/2023,37796.79297,9099571165
11/26/2023,37479.12109,13744796068
11/27/2023,37254.16797,19002925720
11/28/2023,37831.08594,21696137014
11/29/2023,37858.49219,20728546658
11/30/2023,37712.74609,18115982627
12/1/2023,38688.75,23512784002
12/2/2023,39476.33203,15534035612
12/3/2023,39978.39063,15769696322
12/4/2023,41980.09766,39856129827
12/5/2023,44080.64844,36312154535
12/6/2023,43746.44531,29909761586
12/7/2023,43292.66406,27635760671
12/8/2023,44166.60156,24421116687
12/9/2023,43725.98438,17368210171
12/10/2023,43779.69922,13000481418
12/11/2023,41243.83203,40632672038
12/12/2023,41450.22266,24779520132
12/13/2023,42890.74219,26797884674
12/14/2023,43023.97266,25578530178
12/15/2023,41929.75781,19639442462
12/16/2023,42240.11719,14386729590
12/17/2023,41364.66406,16678702876
12/18/2023,42623.53906,25224642008
12/19/2023,42270.52734,23171001281
12/20/2023,43652.25,27868908174
12/21/2023,43869.15234,22452766169
12/22/2023,43997.90234,21028503216
12/23/2023,43739.54297,13507796558
12/24/2023,43016.11719,18830554085
12/25/2023,43613.14063,21115795370
12/26/2023,42520.40234,30026850982
12/27/2023,43442.85547,25260941032
12/28/2023,42627.85547,22992093014
12/29/2023,42099.40234,26000021055
12/30/2023,42156.90234,16013925945
12/31/2023,42265.1875,16397498810
1/1/2024,44167.33203,18426978443
1/2/2024,44957.96875,39335274536
1/3/2024,42848.17578,46342323118
1/4/2024,44179.92188,30448091210
1/5/2024,44162.69141,32336029347
1/6/2024,43989.19531,16092503468
1/7/2024,43943.09766,19330573863
1/8/2024,46970.50391,42746192015
1/9/2024,46139.73047,39821290992
1/10/2024,46627.77734,50114613298
1/11/2024,46368.58594,45833734549
1/12/2024,42853.16797,43332698900
1/13/2024,42842.38281,20601860469
1/14/2024,41796.26953,17521429522
1/15/2024,42511.96875,22320220558
1/16/2024,43154.94531,24062872740
1/17/2024,42742.65234,20851232595
1/18/2024,41262.05859,25218357242
1/19/2024,41618.40625,25752407154
1/20/2024,41665.58594,11586690904
1/21/2024,41545.78516,9344043642
1/22/2024,39507.36719,31338708143
1/23/2024,39845.55078,29244553045
1/24/2024,40077.07422,22359526178
1/25/2024,39933.80859,18491782013
1/26/2024,41816.87109,25598119893
1/27/2024,42120.05469,11422941934
1/28/2024,42035.59375,16858971687
1/29/2024,43288.24609,20668476578
1/30/2024,42952.60938,23842814518
1/31/2024,42582.60547,24673628793
2/1/2024,43075.77344,21423953779
2/2/2024,43185.85938,18603843039
2/3/2024,42992.25,11169245236
2/4/2024,42583.58203,14802225490
2/5/2024,42658.66797,18715487317
2/6/2024,43084.67188,16798476726
2/7/2024,44318.22266,21126587775
2/8/2024,45301.56641,26154524080
2/9/2024,47147.19922,39316770844
2/10/2024,47771.27734,16398681570
2/11/2024,48293.91797,19315867136
2/12/2024,49958.22266,34511985805
2/13/2024,49742.44141,35593051468
2/14/2024,51826.69531,39105608050
2/15/2024,51938.55469,38564360533
2/16/2024,52160.20313,28180567298
